,user_id,item_id,time
14693,35437,114977,0.9842618478109934
15483,35437,103047,0.9842617727353336
12850,35437,98965,0.9842616799948128
4228,35437,102018,0.9842616452959784
25885,35437,87968,0.9842351006877148
9347,35437,90802,0.9842350773448626
25205,35437,112284,0.9842344666453784
14671,35437,112282,0.9842344622291629
25185,35437,109387,0.9842342660230272
4168,35437,92191,0.9842341411072236
3207,35437,81249,0.9842339764454824
12232,35437,11110,0.9842327638789444
11315,35437,8115,0.9842324698851844
4363,35437,724,0.9842322717863848
6480,35437,47621,0.9842322049122678
24810,35437,61651,0.9842318957771984
5806,35437,73884,0.9842317588745246
19750,35437,95778,0.9842269994562302
3142,35437,72221,0.9842269805295932
4894,35437,70947,0.984226976113378
12846,35437,98124,0.9842267963103274
3164,35426,74498,0.9842657649939456
14205,35426,45647,0.984265614842626
515,35426,75376,0.9842581659492268
3823,35415,42071,0.9842285375609228
22625,35415,7221,0.9842285337755956
4962,35415,81723,0.9841787043568316
844,35415,1487,0.9841784854387312
15465,35415,99289,0.9841156117818104
14192,35415,43097,0.9840711020097932
27544,35415,75977,0.9840709581673528
2748,35404,16107,0.9842073296333794
2441,35404,95483,0.9841988763664484
5644,35404,51182,0.9841987867803671
24321,35404,540,0.9841530190178834
11808,35404,75460,0.9841527622465094
25804,35404,74826,0.9841526512102396
12323,35404,26758,0.9841525496372882
9318,35404,87609,0.9841525332342028
10173,35404,93024,0.9841524070566234
10171,35393,92748,0.9841720459659672
16800,35393,46536,0.9841713248611009
1195,35393,41825,0.9841712775445088
21114,35393,39704,0.9841712441074504
10724,35393,45118,0.9841705204790324
10235,35393,100834,0.9841705084921624
15893,35393,40306,0.9841006994845904
25953,35393,97330,0.9841006263015944
28485,35393,78323,0.9841005487023828
628,35360,89628,0.9841665439926178
16275,35360,94490,0.9841658853456536
10040,35360,70669,0.9841245703899468
12521,35360,57942,0.984124171668796
9397,35360,98750,0.984113507139786
14202,35360,44792,0.9841133872710855
18875,35360,95953,0.9841133046247712
500,35349,73486,0.9842582649986268
16700,35349,31092,0.9842120758030279
27629,35349,87222,0.9842068949516184
2745,35349,15846,0.9841521130628634
9652,35349,12638,0.9840999727017332
13375,35338,50825,0.9842080437984788
23266,35338,91064,0.98420801036142
587,35338,84922,0.9842078898618318
24532,35338,23097,0.9841490318063748
13188,35338,22404,0.9841490280210474
8189,35338,45386,0.9841153487015571
12768,35338,89255,0.9841153039085164
15696,35338,11869,0.9841152168459868
25774,35338,70855,0.984115184039816
5166,35338,108598,0.984115142401215
6481,35338,47688,0.9840944682048324
192,35327,25636,0.9842248998613092
12677,35327,76742,0.9841729853580458
17394,35305,15697,0.984209964221237
3110,35305,66607,0.9842098140699176
18660,35305,63588,0.984126253598856
13242,35294,30168,0.9842027929185124
4045,35294,72556,0.9842006712425152
4170,35294,92465,0.9842004699892759
27570,35294,80567,0.9841566371599724
780,35294,109149,0.9841544145419115
8937,35294,29411,0.9841543956152746
9468,35294,109148,0.9841543842592924
7340,35294,48567,0.9841497011784336
12309,35294,25208,0.9841489624087062
9677,35294,15845,0.9841480413123768
14100,35294,30707,0.9841462590540678
20339,35294,51039,0.984146245174534
16891,35294,63342,0.9841460218402184
28376,35294,66438,0.9841075679611244
12443,35250,46692,0.9842039581684582
8366,35250,73000,0.984203708336851
25574,35239,37140,0.9842695370726812
3049,35239,56926,0.9842694304526268
25467,35239,24173,0.9842689850457714
28359,35239,64292,0.9842688273237972
4244,35239,103746,0.9842684708721354
21621,35228,113355,0.9842166592035994
23944,35228,66019,0.9842164087411044
11859,35228,82201,0.9842163431287628
22325,35228,92533,0.9842159242191992
26203,35228,12044,0.9841009777061528
10011,35184,66163,0.984124697198414
8001,35184,18850,0.984109687744458
17278,35173,3041,0.9841179328183832
7375,35173,52199,0.9841178495411808
21439,35173,90313,0.9841109823264226
17864,35162,81214,0.9842648987848629
16950,35162,72521,0.9842566997657544
15219,35162,62629,0.9842566518182742
248,35162,32384,0.9842565092376094
12236,35162,11989,0.9842565016669548
15116,35162,48484,0.984256493465412
20241,35162,36187,0.9842563628716174
14844,35162,11926,0.9842563534082991
3782,35162,36476,0.984256322494792
10550,35162,24087,0.9842563073534824
6898,35162,110734,0.9841561816589108
27197,35162,29034,0.9841561046905876
23530,35162,7040,0.9841560586357708
22659,35162,10514,0.9841560315075912
24086,35162,86269,0.9841225187425059
18264,35162,11512,0.9840923528377138
15234,35162,65068,0.9840922834400452
9020,35140,42596,0.9842675270638416
5074,35140,96933,0.9842674116113564
13775,35140,110197,0.9842673333812572
9491,35140,112090,0.9842639354190444
18634,35140,60152,0.984263857819833
26519,35140,57026,0.9842637802206216
18752,35140,77264,0.9842043531042816
9387,35140,96939,0.9841976032346724
28517,35140,82224,0.9840968617935132
4764,35140,52088,0.9840967923958446
3792,35118,38749,0.984262707711197
6108,35118,117641,0.9842087611180176
18543,35085,49357,0.9841743871909528
7865,35085,2181,0.98417435501567
13920,35085,6488,0.9841739070852632
766,35085,107747,0.9841738944675053
22760,35085,24100,0.9841253413349568
24497,35085,17717,0.9841253116832256
11207,35085,114249,0.984107563544909
10387,35085,3618,0.9841044122598638
25237,35085,116723,0.9840959230323226
19898,35085,114250,0.984095901582134
15485,35085,103299,0.9840954687930368
3811,35085,40933,0.9840951382077788
4214,35085,100236,0.9840950845823077
5899,35085,88654,0.9840774594671308
16570,35085,13742,0.9840774165667536
16458,35085,284,0.9840762330210592
21841,35085,21579,0.9840724407539106
23048,35085,59903,0.9840724256126012
27688,35085,96179,0.9840701796516881
23255,35085,89251,0.984069224487412
27937,35085,6258,0.9840683494458988
22184,35074,69866,0.9842643101664552
26444,35074,44241,0.984175628147446
21320,35074,74032,0.9841724377473512
6995,35074,3916,0.9841447108551687
26970,35074,3907,0.9841173946710071
7905,35074,6231,0.9841173139173562
24890,35063,72227,0.9842721319146014
653,35063,93026,0.9842712335302362
6800,35063,96548,0.9842711799047648
16269,35063,93059,0.9842711130306478
26048,35063,110954,0.9842028168922524
10939,35052,78825,0.9842282031903375
3295,35052,96726,0.9842279785942462
8407,35052,80229,0.9842196641226524
4892,35052,70509,0.9842196054500779
12671,35052,75788,0.9841035952600372
13286,35052,37926,0.9841032539496851
19365,35052,40959,0.9841030583744369
7470,35052,64724,0.9841027252656274
19584,35052,73273,0.9841026829961383
12880,35052,104171,0.9841025965644964
4974,35052,83484,0.9841006193618276
14325,35041,63363,0.9841283986177054
23945,35041,66125,0.9841283632879833
5194,35019,112378,0.9842052842948176
11380,35019,14144,0.9841429525706
2526,35019,108904,0.9841424661560314
3834,35019,43071,0.9841423141120482
19623,35019,81007,0.9841422989707388
2108,35019,48533,0.984142248499707
4703,35019,44369,0.9841113942962192
27462,35019,64595,0.9841022880603147
9044,35019,46138,0.98410226850279
24516,35008,20347,0.9841605562355882
22946,35008,45606,0.984160349935246
24239,35008,106014,0.9841602471005187
11158,35008,107187,0.9841600736063469
27645,35008,89440,0.9841595821446754
8493,35008,94639,0.9841595430296256
12546,34964,61138,0.9842074274210034
20203,34964,30488,0.9842073693793169
4373,34964,1807,0.9841562655670012
11449,34964,23138,0.98415625988901
16000,34887,54901,0.9842181821669824
5788,34887,70663,0.9842181184473048
3220,34887,82971,0.9842181089839864
26338,34887,29772,0.9842180875337979
23834,34876,50804,0.9842753576444184
23628,34876,19177,0.9842752680583372
26666,34876,78491,0.9842752428228212
9857,34876,41742,0.9842750951950532
234,34876,30428,0.98427504220047
25689,34876,56463,0.9842749967765414
19762,34876,96687,0.984274600578942
11581,34876,41487,0.9841294988861976
24752,34876,52766,0.9841294824831124
16515,34876,6771,0.9841166249877727
19705,34876,90473,0.9841165095352876
10681,34876,38381,0.9841154874968946
2346,34865,83554,0.9841047510466644
21147,34865,45992,0.9841047037300722
5900,34865,88909,0.9841046343324036
16179,34865,81264,0.9841042532761138
11899,34865,87570,0.9841042223626068
7506,34865,69041,0.9840990869351256
13342,34854,45946,0.9842478919398252
1281,34854,53751,0.984117223700387
22719,34854,17602,0.9841172009884228
5588,34854,42576,0.984115159435188
13016,34854,3724,0.984115148079206
7123,34854,16889,0.9841151348305602
5323,34854,9270,0.9841112725348552
5264,34854,3385,0.9841057907499188
6367,34854,30817,0.9841044898590752
11272,34854,4295,0.9841044204614064
16462,34854,466,0.984098890098102
6546,34854,57681,0.9840983834951208
17477,34854,25020,0.9840983374403042
976,34832,12805,0.9842811466717608
27655,34832,91413,0.9842810501459124
