35422,72136,0.9840619156511259
35389,42837,0.9839363948260388
35345,65841,0.9840006722085306
35334,40020,0.9840433871044808
35323,80784,0.9839902758068768
35290,32624,0.9840457750151708
35279,49787,0.9840598898700892
35224,85598,0.9840605049857885
35213,85643,0.9838503593817576
35180,29222,0.9839870589094905
35136,6234,0.9839951103008312
35103,113297,0.9839134342919176
35070,34740,0.98404345334771
35059,13018,0.9840020740414376
35037,75852,0.983954416138815
34938,33360,0.9840045868679312
34916,88695,0.9840428129964944
34905,35244,0.9840389443919104
34894,44239,0.9840080908193108
34762,110172,0.9839961903809108
34740,17552,0.9840583662758178
34707,46301,0.9838821315271352
34685,50088,0.9840322090327228
34608,74635,0.9839955405663771
34531,64302,0.9839644030942236
34520,16270,0.9839977644462136
34509,8580,0.9840342234577778
34498,57986,0.9839421598796412
34476,59235,0.9840644600220144
34454,37509,0.9839881869370504
34421,44169,0.9838901292930048
34410,51966,0.98398057338191
34355,73262,0.9839254836198612
34322,28441,0.9840574407632732
34278,76597,0.9840596905095136
34267,13484,0.9840092226321978
34256,12548,0.9840620973468404
34245,94285,0.9839274109823865
34212,102104,0.9840658372502934
34201,3917,0.9840101935686713
34190,77188,0.9840101102914688
34179,107659,0.9840657785777188
34168,113091,0.9840550698865564
34146,38643,0.9840420029364351
34135,13171,0.9840560073859712
34124,32148,0.9840344165094742
34102,92453,0.9840602248715622
34091,5804,0.9840471465654588
34069,62126,0.9840541386960204
34036,11746,0.9840156772462716
33970,26834,0.9840014002531636
33959,24401,0.9840609138011456
33937,6828,0.9840401929190586
33893,94796,0.9838947934472267
33882,86953,0.9840620519229116
33849,18703,0.9839891074024918
33772,71737,0.9839829701250304
33750,77406,0.9840105670543062
33728,59465,0.9840585164271372
33706,76766,0.983952738607897
33695,18740,0.9840209003671702
33673,12723,0.9840547941885454
33662,64740,0.9840531986730541
33640,109264,0.9840378390763151
33629,60052,0.9840659123259532
33585,62203,0.9839895275738312
33563,29470,0.9839741812257382
33530,66251,0.9840091179048068
33442,64567,0.9840636354515332
33431,71944,0.9839872917071244
33420,3544,0.983981319722292
33409,108785,0.9838887085334608
33398,30173,0.9839238981985764
33376,95848,0.9838942149230252
33354,33443,0.984062950307277
33332,42820,0.9840562010685556
33321,59010,0.9839362453056072
33299,49885,0.9840096175680212
33277,72901,0.9839410867393285
33255,22129,0.9840394207122728
33244,68720,0.9839527550109824
33233,37557,0.9840083816586312
33211,5262,0.9840188550286084
33200,53276,0.9840466778157512
33189,23763,0.984064376744812
33167,33571,0.9839350863645406
33156,37922,0.9840583605978268
33123,20064,0.9839953468837924
33101,112562,0.9839974534184804
33090,75360,0.984023767121774
33079,58810,0.983988372418092
33068,52941,0.9840632360994944
33057,4186,0.9839453723608124
33046,81572,0.9840556515651973
32969,84044,0.9839933223645312
32958,5291,0.9839784277321724
32936,41641,0.9838973012266172
32925,73988,0.983904960836574
32903,108018,0.9840611869756052
32881,51987,0.9839951885309304
32870,20363,0.9840616273353572
32859,100922,0.9840029755802424
32848,46944,0.9840549348765464
32804,42220,0.9839070762036924
32760,92423,0.9840352417108434
32749,80463,0.9839794724825298
32727,103460,0.9840650145724756
32683,45663,0.9839064156640642
32661,106111,0.9840643937787852
32639,78614,0.9839053942565592
32628,42311,0.9839978502469676
32617,85989,0.9838848052300424
32606,109455,0.9838741899102886
32507,69293,0.9839948144144076
32485,62022,0.9840131303518316
32419,31743,0.9839315477143268
32408,2510,0.9840169074776705
32397,32878,0.9839712520132328
32375,26290,0.9840557897296468
32353,53448,0.9840465371277504
32298,25509,0.9838897766266704
32287,106617,0.984044585791485
32265,28974,0.9839276545051148
32243,88475,0.9840483673335392
32188,111979,0.9839954150196856
32166,22370,0.983944976794101
32155,55559,0.9839783898788986
32144,94215,0.9839924574172246
32100,49085,0.9840647697879716
32056,32259,0.9839032176933148
32045,97254,0.9839476580676628
32012,85035,0.9840581353708476
31968,73338,0.9840278798799741
31902,66871,0.9839467767172708
31880,47797,0.9840013340099344
31869,89550,0.9839089865322442
31847,20881,0.9839896796178144
31836,5138,0.9839388275297696
31825,83653,0.9840085229775202
31814,74991,0.9840399355167968
31792,65396,0.9840619749545884
31781,58438,0.9840401556966728
31770,26509,0.9840649445439192
31759,54200,0.9839884058551503
31737,39619,0.983931472638667
31693,25440,0.9838507625191236
31671,79773,0.984054985978466
31649,9073,0.9840302457095876
31605,27910,0.983987434918677
31572,12064,0.9840659438703481
31550,82018,0.9840622594850298
31495,109906,0.9839957941833116
31484,46652,0.9840470418380678
31451,45077,0.984029141655768
31440,102976,0.9839524805747472
31418,76647,0.9839427302023
31407,83252,0.9839061999004036
31385,93505,0.9840366227244498
31374,26512,0.9839853277531012
31363,15115,0.9840652372759032
31341,15644,0.9840056385580552
31308,63327,0.9840516738170072
31297,87930,0.9840400541237212
31253,69752,0.9840071943276092
31242,75448,0.9840100225980511
31176,461,0.9839804774869496
31165,32467,0.9839458707622508
31143,85110,0.9840129505487808
31132,113593,0.9840087059350102
31121,31073,0.9840630215976092
31088,89443,0.9840635237843752
31077,86797,0.984028088703868
31066,66841,0.9839634037677948
31055,87981,0.9840515015846112
31033,20293,0.984060452622093
31011,51778,0.984066224615462
31000,69900,0.9840601996360464
30978,64433,0.9839917634405378
30967,86988,0.9838896239517994
30945,83551,0.9840401828248524
30934,70698,0.9840369141946582
30923,55061,0.983992841627954
30890,94779,0.9840635849805012
30868,80163,0.9840327049106098
30846,16827,0.9840084964802284
30835,13714,0.9840341010655258
30824,69782,0.9839876708707506
30813,98315,0.9840635155828328
30780,5966,0.9840359804805708
30769,106258,0.983932819584327
30714,82044,0.9840592015713934
30681,58885,0.9839726469063728
30670,108928,0.9840533595494676
30659,75766,0.9840662536363054
30648,49137,0.9838641998004406
30637,2942,0.9840479749212674
30582,8265,0.98400486319683
30571,10994,0.9840038954147958
30516,52314,0.984052390505658
30483,91333,0.9840479269737872
30472,20949,0.983992645421818
30461,34361,0.9839934788247298
30428,100609,0.9840556092957082
30395,5408,0.9840580287507931
30384,99348,0.9840572678999892
30362,45206,0.9839867724863852
30351,31115,0.9840473440333704
30340,240,0.9839490561152424
30263,56505,0.9838599867310648
30241,2601,0.9839475703742452
30230,31362,0.9838989957915084
30219,97593,0.9839470177164475
30197,9313,0.9839320435922138
30186,1004,0.9840665716038054
30153,89684,0.9840349035549306
30109,116758,0.9840547721074692
30098,10454,0.9840388062274612
30076,105708,0.9839505734006349
30054,88795,0.9839903262779088
30032,89833,0.9838858790012432
30010,81148,0.9839539278315828
29999,40376,0.9839822786718954
29977,78108,0.9840620784202034
29944,48286,0.9839200478897412
