,user_id,item_id,time
16941,35421,93694,0.9839916214907612
11625,35388,85186,0.9838780818577249
15394,35366,71558,0.9839569428448424
11332,35355,36533,0.9840016355743492
7148,35311,77747,0.9840026506729754
16970,35300,98252,0.983983609845358
20664,35267,102515,0.9840065066598016
4925,35245,84685,0.9839872677333844
9868,35234,32049,0.983985224287486
4495,35157,16107,0.9838403818896674
13140,35146,79233,0.9839538678972324
17001,35135,102648,0.9839969789907821
17856,35113,4249,0.9839217929256644
18534,35058,103478,0.9839529310287056
9223,35036,44854,0.9840087747017909
10274,35025,102958,0.98400325821802
1389,35003,94159,0.9839255139024804
23616,34937,102938,0.9838320491223248
4229,34893,92796,0.9840113657583838
2447,34871,27908,0.9839020852495396
19811,34860,79968,0.9838529586398927
2432,34849,26117,0.9839883553841188
21141,34827,58217,0.983957323901132
22066,34816,86652,0.9839522515624406
21384,34805,100928,0.9839895736286476
13092,34794,71485,0.98396546614033
12481,34761,100578,0.98382695974966
15879,34750,35691,0.9840108730349364
10044,34739,65527,0.9839839347526248
2324,34717,8903,0.9840047874902824
12697,34618,14774,0.9840063968853074
1033,34607,38946,0.9839874942221394
3681,34530,1975,0.9838851742994622
5320,34508,25909,0.9838320093763872
24246,34453,85135,0.983880571341366
20514,34442,78033,0.9839462272139128
18929,34409,46480,0.9839551214714838
9232,34387,46381,0.983954851451464
3026,34376,10075,0.98384642579572
2438,34365,26754,0.983984257767228
12939,34343,48570,0.98386856175936
10361,34332,949,0.9838990185034726
8758,34310,92122,0.9839219222576832
5497,34299,54250,0.9840079595946282
5535,34277,61428,0.9839517266637104
8669,34255,79413,0.983830242259388
4597,34244,28668,0.9839766959448952
18493,34200,96915,0.9839889635600514
1556,34189,3358,0.9838144568133184
2246,34167,112786,0.9840093835086116
19528,34123,28665,0.9839863680872434
412,34101,59892,0.9839992230590312
13159,34057,82109,0.9840062662915128
22820,34002,93698,0.9839813954288396
11495,33980,64413,0.9839481659324201
7930,33969,83526,0.9839793746949058
616,33958,91188,0.983982922808438
7885,33947,76467,0.9838951555768796
21310,33892,87826,0.9839769337896324
11643,33848,88683,0.9839836502221834
5344,33782,30424,0.9839372383231569
21535,33760,5692,0.9839043898830272
3954,33727,46455,0.9838606504251324
13697,33716,43055,0.983997481177548
22456,33694,29626,0.9839502857157536
5901,33650,3179,0.9839515784050544
19165,33606,85931,0.9838964911665576
20602,33551,91930,0.983852057101088
7743,33540,55310,0.9839907363550418
22922,33529,110010,0.9838385106761652
5883,33507,426,0.9838150208270984
6463,33485,83144,0.9838333998533121
22527,33463,42483,0.983986235600785
4108,33419,72798,0.9839013382782696
5746,33408,94187,0.9839283970601694
17217,33397,20293,0.9839887938512072
15468,33386,85748,0.9839871219982802
3223,33364,42605,0.9840074309105704
