1,32360,74608,30677,101060,55390,67733,98382,54063,86677,100116,46297,94147,91290,16734,88665,34728,26531,84994,64538,19228,66063,42845,102700,86085,100651,87837,8458,58049,46663,48486,86424,103421,57226,54506,97281,109854,46846,102129,106194,110188,43970,5509,73766,72251,11718,30474,98070,35247,38810,78059
2,18104,82469,10612,26837,95191,47855,26953,58191,38037,55567,83814,67425,3460,53509,13451,23889,69221,83969,61241,68904,22122,28554,43876,7136,35038,102366,44244,49733,15123,59969,99581,55511,101513,4612,24843,89089,109303,77063,98102,73683,41958,96224,47271,38098,60219,4446,50494,43246,13606,84435
3,110798,87420,69717,87807,64436,73088,110872,78129,76604,102989,112161,69398,84760,97364,94026,96087,105381,78914,77659,88073,32268,67425,116409,115266,88900,68793,72983,71741,102963,107052,66707,90434,75513,109198,111906,7187,112910,10176,56007,88549,78064,27087,13906,70594,85159,101733,29052,84619,32423,112351
11,26711,21517,10528,85475,40801,59376,77847,59255,13491,41143,32531,70957,67006,113564,81088,99219,46946,13624,22093,25539,56114,97588,103198,95867,80690,26828,55774,27282,15844,15644,27966,9155,34630,85484,53384,65676,45652,103450,112173,53059,12148,21202,68918,54313,67096,51243,29768,2074,111494,64633
13,18663,106688,48498,114792,39182,42109,112207,78987,38202,94455,65417,64425,35335,109415,35945,51345,17166,80534,59042,22947,32582,87570,112192,22971,52844,12841,93449,40179,89770,57171,70808,21721,40246,44704,84850,65131,49244,62605,69729,36617,100043,9769,72466,68038,114296,39192,19796,49992,39035,15579
15,102743,73953,81372,86451,72425,85913,115106,106784,103045,113840,65878,84231,80050,91111,10443,67009,88062,85480,63972,64298,107637,94851,9774,100337,84820,85036,106697,72390,69152,77068,80249,91047,86304,67052,75400,111784,109585,28348,94165,54598,79541,92020,116499,110196,100352,105640,99029,81307,83459,87976
16,103577,86218,22364,87818,69207,91283,111716,92723,102473,96858,102301,93001,107962,54790,70858,55051,92440,69027,24746,98297,51176,108432,87200,54485,100124,107203,58960,16869,103132,108907,103062,21329,34027,98073,75630,99556,104002,89888,68473,17038,100233,20990,88954,86641,110609,97919,106703,103707,62257,45253
17,107085,104978,107420,108172,107013,108239,107098,108192,53044,99655,37051,105291,51315,86019,63153,104962,83644,99746,69344,84109,106821,106407,108854,80822,107805,95743,77915,88288,99583,73403,82497,50687,108528,68141,108012,66657,53064,112326,110854,92781,51431,105836,101908,89082,75228,52546,104297,102811,50567,110580
22,110715,85728,101900,43263,100827,105191,108852,79511,115206,98489,77751,86011,113764,87983,109803,180,108888,66475,107280,109936,7453,80765,88435,56104,68051,108501,109247,15169,70829,13564,67422,49603,90309,16745,6702,10826,103312,27761,17146,38719,47804,100703,106655,95319,84024,25433,10513,7807,23649,104583
25,28715,10230,33633,2817,9810,101999,98848,85002,36159,105028,68328,9371,104707,16447,83503,38401,71618,12146,75070,28310,8832,6015,21693,40794,110551,103381,93158,47618,87688,12485,49316,29105,53311,61486,69582,95351,32555,35678,84330,56954,105089,791,39369,104264,92109,53803,48171,4399,45232,65097
